Country,Year,Conditions,EF,GDP_pc,Globalisation,GDP,Freedom
"Congo, Dem",1984,577,0.707,262.9775139,29.879078,7857729193,3
"Congo, Dem",1985,577,0.707,233.6048929,30.986431,7195042616,3
"Congo, Dem",1986,577,0.707,255.1720563,31.084572,8095367168,3
"Congo, Dem",1987,577,0.707,234.2104132,30.772453,7661625473,3
"Congo, Dem",1988,577,0.707,262.5566318,29.630583,8861299977,3
"Congo, Dem",1989,577,0.707,259.056194,29.263987,9021862775,3
"Congo, Dem",1990,577,0.707,259.8055972,29.668652,9349764580,3
"Congo, Dem",1991,577,0.707,259.0122345,29.989437,9633911368,3
"Congo, Dem",1992,577,0.707,214.6284064,30.439968,8227200892,3
"Congo, Dem",1993,577,0.707,270.4906033,30.121571,10706246371,3
"Congo, Dem",1994,577,0.707,140.2096824,30.955103,5820382232,3
"Congo, Dem",1995,577,0.707,130.3762561,31.696283,5643439373,3
"Congo, Dem",1996,577,0.707,130.8164965,31.795853,5771454940,3
"Congo, Dem",1997,577,0.707,135.8889305,33.060719,6090840548,3
"Congo, Dem",1998,577,0.707,135.4774002,32.989326,6217806273,3
"Congo, Dem",1999,577,0.707,99.75725083,33.683941,4711259427,3
"Congo, Dem",2000,577,0.707,392.6263338,32.309906,19088046306,3
"Congo, Dem",2001,577,0.707,148.4471235,34.524162,7438189100,3
"Congo, Dem",2002,577,0.707,168.9448053,34.030064,8728038525,3
"Congo, Dem",2003,577,0.707,167.9815754,34.712894,8937567060,3
"Congo, Dem",2004,577,0.706,187.856781,35.071922,10297483481,3
"Congo, Dem",2005,577,0.706,211.5726332,36.156517,11964484668,3
"Congo, Dem",2006,577,0.706,247.5419489,36.009171,14451902468,3
"Congo, Dem",2007,577,0.706,277.6120796,40.237846,16737071816,3
"Congo, Dem",2008,577,0.706,317.8892146,42.069729,19788515874,3
"Congo, Dem",2009,577,0.705,290.1556869,43.190819,18648373312,3
"Congo, Dem",2010,577,0.705,324.827711,43.64967,21565720044,3
"Congo, Dem",2011,577,0.705,376.3749811,44.299835,25839749199,3
"Congo, Dem",2012,577,0.704,412.7762682,43.828533,29306235826,3
"Congo, Dem",2013,577,0.704,444.864361,44.581306,32679745298,3
"Congo, Dem",2014,577,,472.266227,44.746998,35909040266,3
"Congo, Rep",1980,676,0.309,932.5085442,36.331978,1705796850,"k,"
"Congo, Rep",1981,676,0.312,1065.741618,35.781502,1993512326,3
"Congo, Rep",1982,676,0.315,1130.258494,36.202431,2160640567,3
"Congo, Rep",1983,676,0.317,1074.505323,36.083328,2097274290,3
"Congo, Rep",1984,676,0.32,1095.837852,35.436432,2193581366,3
"Congo, Rep",1985,676,0.322,1047.66784,36.95742,2160872541,3
"Congo, Rep",1986,676,0.325,870.2999745,37.856987,1849268215,3
"Congo, Rep",1987,676,0.328,1049.847829,36.544464,2297753649,3
"Congo, Rep",1988,676,0.33,981.8936516,36.178505,2212536313,3
"Congo, Rep",1989,676,0.333,1030.362504,38.564796,2389593022,3
"Congo, Rep",1990,676,0.336,1173.264436,38.110752,2798746051,3
"Congo, Rep",1991,676,0.338,1110.972105,39.30085,2724853508,2
"Congo, Rep",1992,676,0.341,1163.534936,39.697617,2933222706,2
"Congo, Rep",1993,676,0.344,1034.753192,40.840607,2684323618,2
"Congo, Rep",1994,676,0.346,662.8773345,43.350445,1769365439,2
"Congo, Rep",1995,676,0.349,771.6139458,44.50462,2116003868,2
"Congo, Rep",1996,676,0.352,902.0457459,43.978352,2540697538,2
"Congo, Rep",1997,676,0.354,807.8918989,44.468826,2322719101,3
"Congo, Rep",1998,676,0.357,663.7287033,43.329144,1949481381,3
"Congo, Rep",1999,676,0.36,780.5897051,44.197685,2354772959,3
"Congo, Rep",2000,676,0.363,1029.960689,40.329002,3227927697,2
"Congo, Rep",2001,676,0.365,859.4400043,39.889114,2796704577,2
"Congo, Rep",2002,676,0.368,910.8697462,41.756878,3034251042,2
"Congo, Rep",2003,676,0.371,1023.088542,41.785019,3503723245,2
"Congo, Rep",2004,676,0.374,1314.41136,45.948685,4656975223,2
"Congo, Rep",2005,676,0.376,1810.588815,46.710777,6650001214,2
"Congo, Rep",2006,676,0.379,2116.869044,44.45306,8072305415,3
"Congo, Rep",2007,676,0.382,2219.91239,44.349705,8782703767,3
"Congo, Rep",2008,676,0.384,2848.653425,45.191368,11649858744,3
"Congo, Rep",2009,676,0.387,2283.949984,49.578083,9723300391,3
"Congo, Rep",2010,676,0.39,2962.762254,49.298214,13148395202,3
"Congo, Rep",2011,676,0.393,3415.062563,47.310627,15655384440,3
"Congo, Rep",2012,676,0.395,3753.861207,46.715523,17692912613,3
"Congo, Rep",2013,676,0.398,3719.651217,47.142307,17958721572,3
"Congo, Rep",2014,676,,3622.530293,51.855465,17912908766,3
Costa Rica,1980,373,0.309,2001.176738,48.258701,4831447001,1
Costa Rica,1981,373,0.312,1057.417935,50.590328,2623807074,1
Costa Rica,1982,373,0.315,1021.891835,51.056389,2606621255,1
Costa Rica,1983,373,0.317,1199.897696,50.927872,3146770104,1
Costa Rica,1984,373,0.32,1357.642778,50.375706,3660476459,1
Costa Rica,1985,373,0.322,1414.128192,50.359398,3919203960,1
Costa Rica,1986,373,0.325,1551.691775,49.552982,4418983871,1
Costa Rica,1987,373,0.328,1549.941803,49.037006,4532952047,1
Costa Rica,1988,373,0.33,1537.461223,48.666416,4614629898,1
Costa Rica,1989,373,0.333,1705.431654,47.820244,5251025767,1
Costa Rica,1990,373,0.336,1808.495959,48.070118,5711687787,1
Costa Rica,1991,373,0.338,2221.474653,48.057251,7196276092,1
Costa Rica,1992,373,0.341,2578.02567,47.934376,8564044017,1
Costa Rica,1993,373,0.344,2814.043888,49.761303,9582866263,1
Costa Rica,1994,373,0.346,3005.539686,51.292599,10486784805,1
Costa Rica,1995,373,0.349,3240.711145,52.445915,11578594260,1
Costa Rica,1996,373,0.352,3194.112988,54.137642,11678424507,1
Costa Rica,1997,373,0.354,3373.410585,55.809925,12614602382,1
Costa Rica,1998,373,0.357,3580.933885,57.854946,13684255947,1
Costa Rica,1999,373,0.36,3653.754208,60.606709,14254866281,1
Costa Rica,2000,373,0.363,3773.033793,59.201572,15013629659,1
Costa Rica,2001,373,0.365,3941.598643,60.208736,15976174337,1
Costa Rica,2002,373,0.368,4021.425361,60.637379,16578820687,1
Costa Rica,2003,373,0.371,4123.506487,61.924774,17271760507,1
Costa Rica,2004,373,0.374,4376.080428,61.750717,18610594846,1
Costa Rica,2005,373,0.376,4643.45857,62.891621,20040642477,1
Costa Rica,2006,373,0.379,5188.361792,64.55294,22715540324,1
Costa Rica,2007,373,0.382,6055.086779,66.232994,26884700345,1
Costa Rica,2008,373,0.384,6841.91146,65.636497,30801744881,1
Costa Rica,2009,373,0.387,6737.860245,65.195038,30745712007,1
Costa Rica,2010,373,0.39,8147.243985,65.466904,37658614803,1
Costa Rica,2011,373,0.393,9137.455823,66.155876,42762617082,1
Costa Rica,2012,373,0.395,9971.650902,66.104019,47231651863,1
Costa Rica,2013,373,0.398,10633.26725,66.534363,50949672206,1
Costa Rica,2014,373,,10737.67888,67.452225,52016408951,1
Cote d'Ivoire,1980,908,0.74,1225.415254,38.039371,10175615442,2
Cote d'Ivoire,1981,908,0.74,978.0745969,38.783043,8432588484,2
Cote d'Ivoire,1982,908,0.739,845.6648561,38.904835,7567109767,2
Cote d'Ivoire,1983,908,0.739,736.7106855,39.192753,6838185419,2
Cote d'Ivoire,1984,908,0.739,711.0852016,39.463268,6841638715,2
Cote d'Ivoire,1985,908,0.739,700.2807656,40.256779,6977650069,2
Cote d'Ivoire,1986,908,0.738,888.3413847,39.888515,9158302205,2
Cote d'Ivoire,1987,908,0.738,945.9985072,38.59404,10087653189,2
Cote d'Ivoire,1988,908,0.738,928.641785,38.314247,10255170460,3
Cote d'Ivoire,1989,908,0.738,851.2133938,38.019871,9757410614,2
Cote d'Ivoire,1990,908,0.737,906.4114731,37.895737,10795850107,2
Cote d'Ivoire,1991,908,0.737,848.2820541,38.304901,10492628915,2
Cote d'Ivoire,1992,908,0.737,868.7255442,37.726025,11152971316,2
Cote d'Ivoire,1993,908,0.737,829.4824167,38.098541,11045759469,3
Cote d'Ivoire,1994,908,0.736,602.3319653,38.901169,8313557450,3
Cote d'Ivoire,1995,908,0.736,769.2557235,39.850601,11000146839,3
Cote d'Ivoire,1996,908,0.736,1220.121516,37.653946,18071153890,3
Cote d'Ivoire,1997,908,0.736,1176.851911,38.148605,18047557172,3
Cote d'Ivoire,1998,908,0.735,1237.131364,43.208664,19619653924,3
Cote d'Ivoire,1999,908,0.735,1154.479067,44.455078,18870992456,2
Cote d'Ivoire,2000,908,0.735,986.7773209,44.033306,16577533355,2
Cote d'Ivoire,2001,908,0.735,974.779976,45.101643,16810536884,2
Cote d'Ivoire,2002,908,0.734,1020.95053,45.388466,18054384023,3
Cote d'Ivoire,2003,908,0.734,1173.063935,45.133694,21251755294,3
Cote d'Ivoire,2004,908,0.734,1267.764901,46.204304,23510577108,3
Cote d'Ivoire,2005,908,0.733,1267.087222,46.384567,24036917017,3
Cote d'Ivoire,2006,908,0.733,1303.565029,47.440399,25281414473,3
Cote d'Ivoire,2007,908,0.733,1451.232587,48.031261,28760092034,3
Cote d'Ivoire,2008,908,0.733,1683.337661,48.323883,34078243426,3
Cote d'Ivoire,2009,908,0.732,1638.804766,49.029037,33886814907,3
Cote d'Ivoire,2010,908,0.732,1654.177832,49.384907,34936305297,3
Cote d'Ivoire,2011,908,0.732,1701.704734,48.961056,36693712825,3
Cote d'Ivoire,2012,908,0.731,1649.301739,49.884396,36302305578,2
Cote d'Ivoire,2013,908,0.731,1903.054321,50.32238,42760237561,2
Cote d'Ivoire,2014,908,,2124.019559,50.720478,48843008580,2
Croatia,1980,345,,,,,
Croatia,1981,345,,,,,
Croatia,1982,345,,,,,
Croatia,1983,345,,,,,
Croatia,1984,345,,,,,
Croatia,1985,345,,,,,
Croatia,1986,345,,,,,
Croatia,1987,345,,,,,
Croatia,1988,345,,,,,
Croatia,1989,345,,,,,
Croatia,1990,345,,,,,
Croatia,1991,345,0.325,,,,
Croatia,1992,345,0.317,,43.765125,,2
Croatia,1993,345,0.308,,44.482544,,2
Croatia,1994,345,0.3,,47.016006,,2
Croatia,1995,345,0.292,4901.206434,48.391354,22643720763,2
Croatia,1996,345,0.284,5267.571461,51.355171,24004834104,2
Croatia,1997,345,0.277,5298.803758,54.970772,24029651137,2
Croatia,1998,345,0.269,5677.704886,56.1866,25732125032,2
Croatia,1999,345,0.262,5236.21928,60.615341,23628947415,2
Croatia,2000,345,0.254,4880.568982,63.271442,21807856145,1
Croatia,2001,345,0.247,5409.652194,64.972252,23259567778,1
Croatia,2002,345,0.24,6295.715208,66.688721,27085262279,1
Croatia,2003,345,0.233,8138.428109,69.380959,35022903387,1
Croatia,2004,345,0.226,9760.13086,72.959427,42013459302,1
Croatia,2005,345,0.219,10634.23578,74.268349,45835098188,1
Croatia,2006,345,0.213,11810.053,75.126701,50915016294,1
Croatia,2007,345,0.206,14069.34801,77.190933,60641942979,1
Croatia,2008,345,0.2,16461.28913,77.430481,70943300079,1
Croatia,2009,345,0.194,14708.88091,76.94397,63324394634,1
Croatia,2010,345,0.188,14124.81084,76.346848,60672093865,1
Croatia,2011,345,0.182,14812.86947,76.483299,63408294943,1
Croatia,2012,345,0.176,13443.13523,77.255386,57369359295,1
Croatia,2013,345,0.171,13871.3299,77.223175,59032066092,1
Croatia,2014,345,,13784.47836,79.067116,58423981441,1
Cyprus,1980,92,0.34,4232.022949,51.125587,2154311277,2
Cyprus,1981,92,0.34,4033.240479,50.850117,2087496374,2
Cyprus,1982,92,0.341,4122.784668,51.552238,2159242417,1
Cyprus,1983,92,0.341,4091.048584,51.924732,2160364071,1
Cyprus,1984,92,0.341,4258.743652,51.257862,2278248953,1
Cyprus,1985,92,0.341,4488.287109,52.289524,2430411900,1
Cyprus,1986,92,0.341,5642.631348,52.031147,3090734463,1
Cyprus,1987,92,0.342,6690.578125,52.491196,3704813886,1
Cyprus,1988,92,0.342,7645.629883,52.571041,4278792597,1
Cyprus,1989,92,0.342,8038.914063,53.039898,4563482604,1
Cyprus,1990,92,0.342,9641.575195,54.244865,5591130218,1
Cyprus,1991,92,0.343,9696.099609,55.917461,5770197348,1
Cyprus,1992,92,0.343,11310.07227,55.750847,6912150456,1
Cyprus,1993,92,0.343,10526.1416,57.300217,6590291048,1
Cyprus,1994,92,0.343,11617.69238,57.91016,7425703929,1
Cyprus,1995,92,0.343,15261.41016,59.397224,9933133247,1
Cyprus,1996,92,0.344,15139.22656,58.644295,10011918444,1
Cyprus,1997,92,0.344,14234.24414,60.969238,9547818700,1
Cyprus,1998,92,0.344,15092.82617,60.165054,10248617647,1
Cyprus,1999,92,0.344,15287.91895,62.783054,10497908306,1
Cyprus,2000,92,0.344,14388.34766,63.792633,9985844486,1
Cyprus,2001,92,0.345,14821.44727,64.629738,10397897086,1
Cyprus,2002,92,0.345,16093.21484,64.572968,11420227885,1
Cyprus,2003,92,0.345,20252.23828,65.681084,14547325028,1
Cyprus,2004,92,0.345,23792.62109,71.748711,17320552500,1
Cyprus,2005,92,0.345,24959.25977,72.808655,18433411267,1
Cyprus,2006,92,0.346,26729.32422,73.838188,20072786351,1
Cyprus,2007,92,0.346,31244.92578,79.82048,23968764030,1
Cyprus,2008,92,0.346,35397.36328,80.25679,27844698989,1
Cyprus,2009,92,0.346,32109.24219,79.756874,25945391775,1
Cyprus,2010,92,0.346,31105.39844,80.488861,25800247912,1
Cyprus,2011,92,0.347,32486.42969,80.315536,27642086581,1
Cyprus,2012,92,0.347,28993.34961,80.361389,25048659900,1
Cyprus,2013,92,0.347,27799.11914,79.945534,23961144906,1
Cyprus,2014,92,,27245.36523,81.86293,23226782251,1
Czech Republic,1980,24,,,,,
Czech Republic,1981,24,,,,,
Czech Republic,1982,24,,,,,
Czech Republic,1983,24,,,,,
Czech Republic,1984,24,,,,,
Czech Republic,1985,24,,,,,
Czech Republic,1986,24,,,,,
Czech Republic,1987,24,,,,,
Czech Republic,1988,24,,,,,
Czech Republic,1989,24,,,,,
Czech Republic,1990,24,,3941.503094,,40728950705,1
Czech Republic,1991,24,,2896.609131,,29859921159,1
Czech Republic,1992,24,,3372.86543,,34805013230,1
Czech Republic,1993,24,0.371,3956.17835,64.861404,40866748705,1
Czech Republic,1994,24,0.365,4630.551217,66.390442,47850203856,1
Czech Republic,1995,24,0.359,5824.121291,68.068016,60147174077,1
Czech Republic,1996,24,0.353,6532.837055,68.190521,67387788633,1
Czech Republic,1997,24,0.347,6034.488437,70.353561,62180159376,1
Czech Republic,1998,24,0.341,6489.703619,71.194618,66807429711,1
Czech Republic,1999,24,0.336,6337.41912,72.624489,65173130995,1
Czech Republic,2000,24,0.33,6029.038193,74.921959,61828166496,1
Czech Republic,2001,24,0.324,6637.041657,76.80616,67808032980,1
Czech Republic,2002,24,0.319,8060.868703,76.872398,82196001051,1
Czech Republic,2003,24,0.313,9818.568493,77.359337,1.00E+11,1
Czech Republic,2004,24,0.308,11749.85266,79.016998,1.20E+11,1
Czech Republic,2005,24,0.302,13430.6699,79.835136,1.37E+11,1
Czech Republic,2006,24,0.297,15261.79759,80.655693,1.56E+11,1
Czech Republic,2007,24,0.291,18466.54793,82.339371,1.90E+11,1
Czech Republic,2008,24,0.286,22804.57768,82.020172,2.37E+11,1
Czech Republic,2009,24,0.281,19861.69743,81.491371,2.07E+11,1
Czech Republic,2010,24,0.275,19960.06849,82.065201,2.09E+11,1
Czech Republic,2011,24,0.27,21871.26608,82.110229,2.30E+11,1
Czech Republic,2012,24,0.265,19870.80121,83.004921,2.09E+11,1
Czech Republic,2013,24,0.262,20133.16914,82.903046,2.12E+11,1
Czech Republic,2014,24,,19890.91991,84.257736,2.09E+11,1
Djibouti,1980,363,0.653,,36.587978,,2
Djibouti,1981,363,0.653,,37.61657,,2
Djibouti,1982,363,0.653,,36.826149,,3
Djibouti,1983,363,0.653,,36.603416,,3
Djibouti,1984,363,0.653,,35.888332,,2
Djibouti,1985,363,0.653,850.9654836,35.668045,340989528,3
Djibouti,1986,363,0.653,,35.395351,,3
Djibouti,1987,363,0.653,825.5468795,35.809158,373371738.3,3
Djibouti,1988,363,0.653,820.5767723,35.446091,395794538.6,3
Djibouti,1989,363,0.652,785.2944654,35.148743,409220087.1,3
Djibouti,1990,363,0.652,783.6958542,35.781361,452328087.3,3
Djibouti,1991,363,0.652,735.7303869,36.193913,462421998.5,3
Djibouti,1992,363,0.652,767.1062359,36.214993,478058304.9,3
Djibouti,1993,363,0.652,762.4751841,35.882843,466048469.2,3
Djibouti,1994,363,0.652,788.6244733,39.167892,491689220.7,3
Djibouti,1995,363,0.652,790.5161067,40.604401,497723960.6,3
Djibouti,1996,363,0.652,766.315697,41.089725,494004647.7,3
Djibouti,1997,363,0.652,752.7494467,35.80825,502675542,3
Djibouti,1998,363,0.651,740.0389531,38.073437,514267869.3,3
Djibouti,1999,363,0.651,745.2067822,37.912788,536080148.1,2
Djibouti,2000,363,0.651,742.8656972,37.334396,551230861.9,2
Djibouti,2001,363,0.651,747.7791229,38.238033,572417440.8,2
Djibouti,2002,363,0.651,749.0816325,38.506107,591122039.6,2
Djibouti,2003,363,0.651,771.3742316,40.391788,622044665.5,2
Djibouti,2004,363,0.651,813.8979436,45.411129,666072101.8,2
Djibouti,2005,363,0.651,852.8901883,45.933796,708633194.7,2
Djibouti,2006,363,0.65,907.8179438,47.902878,768873684,2
Djibouti,2007,363,0.65,980.0310324,48.977753,847918929.1,2
Djibouti,2008,363,0.65,1131.635726,50.473328,999105339.3,2
Djibouti,2009,363,0.65,1164.251683,51.193607,1049110685,2
Djibouti,2010,363,0.65,1227.820853,51.252789,1128611700,3
Djibouti,2011,363,0.65,1322.726251,51.9249,1239144502,3
Djibouti,2012,363,0.65,1418.460858,52.428959,1353632942,3
Djibouti,2013,363,0.649,2102.197948,52.894485,2042817163,3
Djibouti,2014,363,,2239.114538,53.263718,2214679081,3
Dominica,1980,316,,997.6246723,35.267612,72804653.33,1
Dominica,1981,316,,1125.80748,34.986515,82107391.11,1
Dominica,1982,316,,1232.720743,34.860889,89527576.67,1
Dominica,1983,316,,1365.249159,35.464005,98665191.48,1
Dominica,1984,316,,1517.419244,37.528896,109157070.7,1
Dominica,1985,316,,1668.974984,37.150642,119491933,1
Dominica,1986,316,,1897.942267,39.238659,135161958.5,1
Dominica,1987,316,,2144.796555,40.864643,151868754.4,1
Dominica,1988,316,,2430.589145,41.579948,171106184.1,1
Dominica,1989,316,,2645.762672,42.01593,185137243,1
Dominica,1990,316,,2899.060601,42.977478,201429629.6,1
Dominica,1991,316,,3178.475332,43.713348,219762963,1
Dominica,1992,316,,3386.665981,44.372677,234059259.3,1
Dominica,1993,316,,3549.652676,44.44688,245525925.9,1
Dominica,1994,316,,3820.545017,44.891449,264374074.1,1
Dominica,1995,316,,3967.026809,46.482166,274522222.2,1
Dominica,1996,316,,4225.850637,45.731171,292285185.2,1
Dominica,1997,316,,4385.994541,46.206791,302988888.9,1
Dominica,1998,316,,4676.827165,47.646732,322411111.1,1
Dominica,1999,316,,4829.241889,46.914455,331759259.3,1
Dominica,2000,316,,4879.149773,47.846321,333470370.4,1
Dominica,2001,316,,4991.764173,47.167164,340203703.7,1
Dominica,2002,316,,4881.138793,47.087814,333196296.3,1
Dominica,2003,316,,5016.088237,48.009224,343311111.1,1
Dominica,2004,316,,5354.799195,52.793949,367200000,1
Dominica,2005,316,,5304.126097,51.058788,364255555.6,1
Dominica,2006,316,,5677.051175,50.885529,390251851.9,1
Dominica,2007,316,,6126.849496,51.722851,421374074.1,1
Dominica,2008,316,,6661.465047,52.437298,458188888.9,1
Dominica,2009,316,,7109.978253,51.184231,489074074.1,1
Dominica,2010,316,,7182.400203,51.680717,493825925.9,1
Dominica,2011,316,,7288.497948,52.016907,501025925.9,1
Dominica,2012,316,,7054.875977,53.069798,485996296.3,1
Dominica,2013,316,,7240.679119,53.663448,498296296.3,1
Dominica,2014,316,,7498.917522,55.270184,520207407.4,1
Dominican Republic,1980,511,0.423,1174.693353,38.053623,6761300000,1
Dominican Republic,1981,511,0.424,1284.789552,37.019852,7561300000,1
Dominican Republic,1982,511,0.425,1374.468639,36.087322,8267400000,1
Dominican Republic,1983,511,0.426,1499.964293,36.930996,9220600000,1
Dominican Republic,1984,511,0.427,1845.560023,36.446712,11594000000,1
Dominican Republic,1985,511,0.427,786.0317425,40.99379,5044592945,1
Dominican Republic,1986,511,0.428,934.0699645,40.333458,6122198120,1
Dominican Republic,1987,511,0.429,870.645582,40.975979,5826987099,1
Dominican Republic,1988,511,0.43,786.3845693,41.52092,5374314928,1
Dominican Republic,1989,511,0.431,957.9600927,40.890156,6686593060,1
Dominican Republic,1990,511,0.432,992.2389642,40.09708,7073675545,1
Dominican Republic,1991,511,0.433,1349.815273,39.457577,9824498183,1
Dominican Republic,1992,511,0.434,1562.522047,39.419132,11605382504,1
Dominican Republic,1993,511,0.435,1726.625479,41.029202,13081042400,2
Dominican Republic,1994,511,0.436,1896.017157,40.043484,14644711385,2
Dominican Republic,1995,511,0.436,2114.0906,42.689156,16637370839,2
Dominican Republic,1996,511,0.437,2276.707061,42.886986,18241691857,2
Dominican Republic,1997,511,0.438,2456.109618,43.279671,20017480055,2
Dominican Republic,1998,511,0.439,2616.74741,44.272552,21672231761,1
Dominican Republic,1999,511,0.44,2631.748551,46.72253,22136621337,1
Dominican Republic,2000,511,0.441,2845.839167,50.826927,24305717542,1
Dominican Republic,2001,511,0.442,2953.24112,52.817554,25601765401,1
Dominican Republic,2002,511,0.443,3085.525528,50.634964,27137508657,1
Dominican Republic,2003,511,0.444,2399.498091,54.347664,21403167848,1
Dominican Republic,2004,511,0.445,2468.437673,56.896431,22322395368,1
Dominican Republic,2005,511,0.446,3903.816238,56.712471,35777570136,1
Dominican Republic,2006,511,0.446,4080.050027,60.199135,37879869898,1
Dominican Republic,2007,511,0.447,4676.074963,61.190556,43965420072,1
Dominican Republic,2008,511,0.448,5053.324577,57.492542,48122547177,1
Dominican Republic,2009,511,0.449,5002.148442,57.92749,48261033298,1
Dominican Republic,2010,511,0.45,5509.566837,59.84967,53860175556,1
Dominican Republic,2011,511,0.451,5859.379217,60.364998,58029750746,1
Dominican Republic,2012,511,0.452,6049.471741,60.620075,60681537196,1
Dominican Republic,2013,511,0.453,6171.29557,63.822189,62682163837,1
Dominican Republic,2014,511,,6533.66686,64.042198,67179914027,1
Ecuador,1980,367,0.654,2197.86816,43.588005,17881514683,1
Ecuador,1981,367,0.651,2611.254219,43.275406,21810767209,1
Ecuador,1982,367,0.649,2324.829958,43.120892,19929853575,1
Ecuador,1983,367,0.647,1950.060354,44.025166,17152483214,1
Ecuador,1984,367,0.645,1874.382638,44.509293,16912515183,1
Ecuador,1985,367,0.642,1853.092531,45.078762,17149094590,1
Ecuador,1986,367,0.639,1613.697479,45.248871,15314143988,1
Ecuador,1987,367,0.637,1433.332609,44.783195,13945431882,1
Ecuador,1988,367,0.634,1309.143841,44.169998,13051886552,1
Ecuador,1989,367,0.631,1360.487465,43.571735,13890828708,1
Ecuador,1990,367,0.627,1458.326872,46.379204,15239278100,1
Ecuador,1991,367,0.624,1589.752174,47.203316,16988535268,1
Ecuador,1992,367,0.621,1657.85872,48.003956,18094238119,1
Ecuador,1993,367,0.617,1701.159459,50.15839,18938717359,1
Ecuador,1994,367,0.614,2001.178159,51.083633,22708673337,1
Ecuador,1995,367,0.61,2113.263652,48.229843,24432884442,1
Ecuador,1996,367,0.606,2142.328641,49.1049,25226393197,2
Ecuador,1997,367,0.602,2349.218685,53.243477,28162053027,2
Ecuador,1998,367,0.598,2293.655828,51.669201,27981896948,1
Ecuador,1999,367,0.594,1582.758607,53.926193,19645272636,1
Ecuador,2000,367,0.59,1451.530885,54.811157,18327764882,2
Ecuador,2001,367,0.586,1904.81367,53.80479,24468324000,2
Ecuador,2002,367,0.581,2184.209244,54.089657,28548945000,2
Ecuador,2003,367,0.577,2438.343684,55.316513,32432858000,2
Ecuador,2004,367,0.572,2703.565671,57.213043,36591661000,2
Ecuador,2005,367,0.568,3014.310009,58.405109,41507085000,2
Ecuador,2006,367,0.563,3340.840903,58.789867,46802044000,2
Ecuador,2007,367,0.558,3579.032244,59.922607,51007777000,2
Ecuador,2008,367,0.553,4260.433184,60.140545,61762635000,2
Ecuador,2009,367,0.548,4240.702593,60.323917,62519686000,2
Ecuador,2010,367,0.543,4640.246344,60.859535,69555367000,2
Ecuador,2011,367,0.538,5202.656459,60.419205,79276664000,2
Ecuador,2012,367,0.533,5678.455721,60.666725,87924544000,2
Ecuador,2013,367,0.528,6050.354611,60.815186,95129659000,2
Ecuador,2014,367,,6374.631486,59.850842,1.02E+11,2
Egypt,1980,300,0.009,495.3285356,45.981941,21669908176,2
Egypt,1981,300,0.009,493.0131759,47.613895,22136081081,2
Egypt,1982,300,0.01,600.0430521,47.051796,27655172414,2
Egypt,1983,300,0.01,653.9354412,48.438282,30966239814,2
Egypt,1984,300,0.011,697.8979337,48.577503,33971188992,2
Egypt,1985,300,0.011,780.5105282,48.345074,39053502251,2
Egypt,1986,300,0.012,802.2179694,48.813309,41253507951,2
Egypt,1987,300,0.012,765.6057309,49.148136,40455616654,2
Egypt,1988,300,0.013,644.2196325,50.387058,34980124929,2
Egypt,1989,300,0.013,712.914876,51.259342,39756299050,2
Egypt,1990,300,0.014,751.1874902,50.524998,42978914311,2
Egypt,1991,300,0.015,637.8975973,53.787804,37387836491,2
Egypt,1992,300,0.015,697.7260405,54.894833,41855986519,2
Egypt,1993,300,0.016,758.8296192,55.104675,46578631453,3
Egypt,1994,300,0.017,826.7189671,57.888321,51897983393,3
Egypt,1995,300,0.018,937.5431501,57.922115,60159245060,3
Egypt,1996,300,0.019,1031.488078,57.659527,67629716981,3
Egypt,1997,300,0.02,1170.804798,58.454971,78436578171,3
Egypt,1998,300,0.02,1239.353562,58.956394,84828807556,3
Egypt,1999,300,0.021,1297.57469,59.74675,90710704807,3
Egypt,2000,300,0.022,1398.859831,60.157562,99838543960,3
Egypt,2001,300,0.024,1327.096518,60.810783,96684636119,3
Egypt,2002,300,0.025,1144.532398,59.30035,85146067416,3
Egypt,2003,300,0.026,1056.937209,59.432602,80288461538,3
Egypt,2004,300,0.027,1016.253884,61.095997,78782467532,3
Egypt,2005,300,0.028,1133.105461,63.755795,89600665557,3
Egypt,2006,300,0.03,1332.33941,65.280067,1.07E+11,3
Egypt,2007,300,0.031,1586.472921,66.89566,1.30E+11,3
Egypt,2008,300,0.033,1941.899973,67.964828,1.63E+11,3
Egypt,2009,300,0.034,2212.218148,67.186134,1.89E+11,3
Egypt,2010,300,0.036,2509.772034,67.727837,2.19E+11,3
Egypt,2011,300,0.038,2645.622535,67.023422,2.36E+11,3
Egypt,2012,300,0.039,3059.135428,66.564323,2.79E+11,2
Egypt,2013,300,0.041,3088.890834,65.589005,2.88E+11,3
Egypt,2014,300,,3196.861381,65.93045,3.06E+11,3
El Salvador,1980,372,0.186,792.6294613,42.535763,3573959900,2
El Salvador,1981,372,0.185,755.5659457,41.500141,3437200200,2
El Salvador,1982,372,0.185,738.9695741,41.239841,3399189100,2
El Salvador,1983,372,0.184,747.6731461,41.989346,3506347800,2
El Salvador,1984,372,0.183,765.6871005,42.282623,3661683400,2
El Salvador,1985,372,0.183,779.2819285,41.861675,3800368600,2
El Salvador,1986,372,0.182,758.7656524,41.892605,3771663200,2
El Salvador,1987,372,0.182,781.1110278,41.413879,3958045800,2
El Salvador,1988,372,0.181,810.3526973,40.349972,4189880000,2
El Salvador,1989,372,0.18,829.5125146,40.109787,4372215300,2
